#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
        0.21461858                 0                 0        0.21461858                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.044875529        0.75023665           0.84025	SOL1, COL, 
        0.21735942                 0                 0        0.21735942                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.046595649        0.75023665           0.85025	SOL1, COL, 
        0.22010027                 0                 0        0.22010027                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.048204677        0.75023665           0.86025	SOL1, COL, 
        0.22284111                 0                 0        0.22284111                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.049687892        0.75023665           0.87025	SOL1, COL, 
        0.22558195                 0                 0        0.22558195                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.05103213        0.75023665           0.88025	SOL1, COL, 
         0.2283228                 0                 0         0.2283228                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.05222792        0.75023665           0.89025	SOL1, COL, 
        0.23106364                 0                 0        0.23106364                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.053266994        0.75023665           0.90025	SOL1, COL, 
        0.23380448                 0                 0        0.23380448                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.054143845        0.75023665           0.91025	SOL1, COL, 
        0.23654533                 0                 0        0.23654533                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.054854044        0.75023665           0.92025	SOL1, COL, 
        0.23928617                 0                 0        0.23928617                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055395106        0.75023665           0.93025	SOL1, COL, 
        0.24202701                 0                 0        0.24202701                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055765583        0.75023665           0.94025	SOL1, COL, 
        0.24476786                 0                 0        0.24476786                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055964004        0.75023665           0.95025	SOL1, COL, 
         0.2475087                 0                 0         0.2475087                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055988892        0.75023665           0.96025	SOL1, COL, 
        0.25024954                 0                 0        0.25024954                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055839926        0.75023665           0.97025	SOL1, COL, 
        0.25299039                 0                 0        0.25299039                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055518477        0.75023665           0.98025	SOL1, COL, 
        0.25573123                 0                 0        0.25573123                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.055026029        0.75023665           0.99025	SOL1, COL, 
        0.25847207                 0                 0        0.25847207                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.054364022        0.75023665           1.00025	SOL1, COL, 
        0.26121292                 0                 0        0.26121292                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.053534394        0.75023665           1.01025	SOL1, COL, 
        0.26395376                 0                 0        0.26395376                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.052541216        0.75023665           1.02025	SOL1, COL, 
         0.2666946                 0                 0         0.2666946                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.051389473        0.75023665           1.03025	SOL1, COL, 
        0.26943545                 0                 0        0.26943545                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.050086767        0.75023665           1.04025	SOL1, COL, 
        0.27217629                 0                 0        0.27217629                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.048642114        0.75023665           1.05025	SOL1, COL, 
        0.27491713                 0                 0        0.27491713                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.047067573        0.75023665           1.06025	SOL1, COL, 
        0.27765798                 0                 0        0.27765798                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.045377595        0.75023665           1.07025	SOL1, COL, 
        0.28039882                 0                 0        0.28039882                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.043588702        0.75023665           1.08025	SOL1, COL, 
        0.28313966                 0                 0        0.28313966                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.041719956        0.75023665           1.09025	SOL1, COL, 
        0.28588051                 0                 0        0.28588051                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.039791544        0.75023665           1.10025	SOL1, COL, 
        0.28862135                 0                 0        0.28862135                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.037825667        0.75023665           1.11025	SOL1, COL, 
        0.29136219                 0                 0        0.29136219                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.035844363        0.75023665           1.12025	SOL1, COL, 
        0.29410304                 0                 0        0.29410304                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.033868167        0.75023665           1.13025	SOL1, COL, 
        0.29684388                 0                 0        0.29684388                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.031916722        0.75023665           1.14025	SOL1, COL, 
        0.29958472                 0                 0        0.29958472                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.030006143        0.75023665           1.15025	SOL1, COL, 
        0.30232557                 0                 0        0.30232557                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.02815086        0.75023665           1.16025	SOL1, COL, 
        0.30506641                 0                 0        0.30506641                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.02636182        0.75023665           1.17025	SOL1, COL, 
        0.30780725                 0                 0        0.30780725                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.024647555        0.75023665           1.18025	SOL1, COL, 
         0.3105481                 0                 0         0.3105481                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.023013967        0.75023665           1.19025	SOL1, COL, 
        0.31328894                 0                 0        0.31328894                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.021464115        0.75023665           1.20025	SOL1, COL, 
        0.31602978                 0                 0        0.31602978                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.019999811        0.75023665           1.21025	SOL1, COL, 
        0.31877063                 0                 0        0.31877063                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.01862087        0.75023665           1.22025	SOL1, COL, 
