         -0.179066          0.750237
         -0.178929          0.750237
         -0.178792          0.750237
         -0.178655          0.750237
         -0.178518          0.750237
         -0.178381          0.750237
         -0.178244          0.750237
         -0.178107          0.750237
          -0.17797          0.750237
         -0.177833          0.750237
         -0.177696          0.750237
         -0.177559          0.750237
         -0.177422          0.750237
         -0.177285          0.750237
         -0.177148          0.750237
         -0.177011          0.750237
         -0.176874          0.750237
         -0.176737          0.750237
           -0.1766          0.750237
         -0.176463          0.750237
         -0.176326          0.750237
         -0.176189          0.750237
         -0.176052          0.750237
         -0.175915          0.750237
         -0.175777          0.750237
          -0.17564          0.750237
         -0.175503          0.750237
         -0.175366          0.750237
         -0.175229          0.750237
         -0.175092          0.750237
         -0.174955          0.750237
         -0.174818          0.750237
         -0.174681          0.750237
         -0.174544          0.750237
         -0.174407          0.750237
          -0.17427          0.750237
         -0.174133          0.750237
         -0.173996          0.750237
         -0.173859          0.750237
         -0.173722          0.750237
         -0.173585          0.750237
         -0.173448          0.750237
         -0.173311          0.750237
         -0.173174          0.750237
         -0.173037          0.750237
           -0.1729          0.750237
         -0.172763          0.750237
         -0.172626          0.750237
         -0.172488          0.750237
         -0.172351          0.750237
         -0.172214          0.750237
         -0.172077          0.750237
          -0.17194          0.750237
         -0.171803          0.750237
         -0.171666          0.750237
         -0.171529          0.750237
         -0.171392          0.750237
         -0.171255          0.750237
         -0.171118          0.750237
         -0.170981          0.750237
         -0.170844          0.750237
         -0.170707          0.750237
          -0.17057          0.750237
         -0.170433          0.750237
         -0.170296          0.750237
         -0.170159          0.750237
         -0.170022          0.750237
         -0.169885          0.750237
         -0.169748          0.750237
         -0.169611          0.750237
         -0.169474          0.750237
         -0.169337          0.750237
         -0.169199          0.750237
         -0.169062          0.750237
         -0.168925          0.750237
         -0.168788          0.750237
         -0.168651          0.750237
         -0.168514          0.750237
         -0.168377          0.750237
          -0.16824          0.750237
         -0.168103          0.750237
         -0.167966          0.750237
         -0.167829          0.750237
         -0.167692          0.750237
         -0.167555          0.750237
         -0.167418          0.750237
         -0.167281          0.750236
         -0.167144          0.750236
         -0.167007          0.750236
          -0.16687          0.750236
         -0.166733          0.750236
         -0.166596          0.750236
         -0.166459          0.750236
         -0.166322          0.750236
         -0.166185          0.750236
         -0.166047          0.750236
          -0.16591          0.750236
         -0.165773          0.750236
         -0.165636          0.750236
         -0.165499          0.750236
         -0.165362          0.750236
         -0.165225          0.750236
         -0.165088          0.750236
         -0.164951          0.750236
         -0.164814          0.750236
         -0.164677          0.750236
          -0.16454          0.750236
         -0.164403          0.750236
         -0.164266          0.750236
         -0.164129          0.750235
         -0.163992          0.750235
         -0.163855          0.750235
         -0.163718          0.750235
         -0.163581          0.750235
         -0.163444          0.750235
         -0.163307          0.750235
          -0.16317          0.750235
         -0.163033          0.750235
         -0.162896          0.750235
         -0.162758          0.750235
         -0.162621          0.750235
         -0.162484          0.750235
         -0.162347          0.750235
          -0.16221          0.750235
         -0.162073          0.750234
         -0.161936          0.750234
         -0.161799          0.750234
         -0.161662          0.750234
         -0.161525          0.750234
         -0.161388          0.750234
         -0.161251          0.750234
         -0.161114          0.750234
         -0.160977          0.750234
          -0.16084          0.750234
         -0.160703          0.750233
         -0.160566          0.750233
         -0.160429          0.750233
         -0.160292          0.750233
         -0.160155          0.750233
         -0.160018          0.750233
         -0.159881          0.750233
         -0.159744          0.750233
         -0.159607          0.750233
         -0.159469          0.750232
         -0.159332          0.750232
         -0.159195          0.750232
