         -0.659401            6.5562
         -0.659252            6.5562
         -0.659102            6.5562
         -0.658953            6.5562
         -0.658803           6.55621
         -0.658654           6.55621
         -0.658504           6.55621
         -0.658355           6.55621
         -0.658205           6.55621
         -0.658056           6.55621
         -0.657906           6.55621
         -0.657757           6.55621
         -0.657607           6.55621
         -0.657458           6.55621
         -0.657308           6.55621
         -0.657159           6.55621
         -0.657009           6.55622
          -0.65686           6.55622
          -0.65671           6.55622
         -0.656561           6.55622
         -0.656411           6.55622
         -0.656262           6.55622
         -0.656112           6.55622
         -0.655963           6.55622
         -0.655813           6.55622
         -0.655664           6.55622
         -0.655514           6.55623
         -0.655364           6.55623
         -0.655215           6.55623
         -0.655065           6.55623
         -0.654916           6.55623
         -0.654766           6.55623
         -0.654617           6.55623
         -0.654467           6.55623
         -0.654318           6.55623
         -0.654168           6.55623
         -0.654019           6.55624
         -0.653869           6.55624
          -0.65372           6.55624
          -0.65357           6.55624
         -0.653421           6.55624
         -0.653271           6.55624
         -0.653122           6.55624
         -0.652972           6.55624
         -0.652823           6.55624
         -0.652673           6.55624
         -0.652524           6.55625
         -0.652374           6.55625
         -0.652225           6.55625
         -0.652075           6.55625
         -0.651926           6.55625
         -0.651776           6.55625
         -0.651627           6.55625
         -0.651477           6.55625
         -0.651328           6.55626
         -0.651178           6.55626
         -0.651029           6.55626
         -0.650879           6.55626
          -0.65073           6.55626
          -0.65058           6.55626
         -0.650431           6.55626
         -0.650281           6.55626
         -0.650132           6.55627
         -0.649982           6.55627
         -0.649833           6.55627
         -0.649683           6.55627
         -0.649534           6.55627
         -0.649384           6.55627
         -0.649235           6.55627
         -0.649085           6.55627
         -0.648936           6.55628
         -0.648786           6.55628
         -0.648637           6.55628
         -0.648487           6.55628
         -0.648338           6.55628
         -0.648188           6.55628
         -0.648039           6.55628
         -0.647889           6.55628
          -0.64774           6.55629
          -0.64759           6.55629
         -0.647441           6.55629
         -0.647291           6.55629
         -0.647142           6.55629
         -0.646992           6.55629
         -0.646843           6.55629
         -0.646693            6.5563
         -0.646544            6.5563
         -0.646394            6.5563
         -0.646245            6.5563
         -0.646095            6.5563
         -0.645946            6.5563
         -0.645796            6.5563
         -0.645647           6.55631
         -0.645497           6.55631
         -0.645348           6.55631
         -0.645198           6.55631
         -0.645049           6.55631
         -0.644899           6.55631
          -0.64475           6.55632
           -0.6446           6.55632
         -0.644451           6.55632
         -0.644301           6.55632
         -0.644152           6.55632
         -0.644002           6.55632
         -0.643853           6.55633
         -0.643703           6.55633
         -0.643554           6.55633
         -0.643404           6.55633
         -0.643255           6.55633
         -0.643105           6.55633
         -0.642956           6.55633
         -0.642806           6.55634
         -0.642657           6.55634
         -0.642507           6.55634
         -0.642358           6.55634
         -0.642208           6.55634
         -0.642059           6.55635
         -0.641909           6.55635
          -0.64176           6.55635
          -0.64161           6.55635
         -0.641461           6.55635
         -0.641311           6.55635
         -0.641162           6.55636
         -0.641012           6.55636
         -0.640863           6.55636
         -0.640713           6.55636
         -0.640564           6.55636
         -0.640414           6.55636
         -0.640265           6.55637
         -0.640115           6.55637
         -0.639966           6.55637
         -0.639816           6.55637
         -0.639667           6.55637
         -0.639517           6.55638
         -0.639368           6.55638
         -0.639218           6.55638
         -0.639069           6.55638
         -0.638919           6.55638
          -0.63877           6.55639
          -0.63862           6.55639
         -0.638471           6.55639
         -0.638321           6.55639
         -0.638172           6.55639
         -0.638022            6.5564
         -0.637873            6.5564
         -0.637723            6.5564
         -0.637574            6.5564
         -0.637424            6.5564
         -0.637275           6.55641
         -0.637125           6.55641
         -0.636976           6.55641
         -0.636826           6.55641
         -0.636677           6.55641
         -0.636527           6.55642
         -0.636378           6.55642
         -0.636228           6.55642
         -0.636078           6.55642
         -0.635929           6.55642
         -0.635779           6.55643
          -0.63563           6.55643
          -0.63548           6.55643
         -0.635331           6.55643
         -0.635181           6.55644
         -0.635032           6.55644
         -0.634882           6.55644
         -0.634733           6.55644
         -0.634583           6.55644
         -0.634434           6.55645
         -0.634284           6.55645
         -0.634135           6.55645
         -0.633985           6.55645
         -0.633836           6.55646
         -0.633686           6.55646
         -0.633537           6.55646
